Price,Area,Location,No. of Bedrooms,Bathrooms,City
8200000.0,1712.0,Yelahanka,3,3.0,Bengaluru
6800000.0,1088.0,Haralur Road,2,2.0,Bengaluru
6310000.0,1575.0,Somasundara Palya,3,3.0,Bengaluru
20500000.0,2150.0,Nanjappa Garden,6,6.0,Bengaluru
15000000.0,1920.0,Kundalahalli,3,3.0,Bengaluru
5700000.0,1000.0,Margondanahalli,2,2.0,Bengaluru
5610000.0,1100.0,Chennammana Kere,2,2.0,Bengaluru
4500000.0,1089.0,Electronic City,2,2.0,Bengaluru
4309000.0,1106.0,Horamavu Agara,2,2.0,Bengaluru
3700000.0,927.0,Kengeri,2,2.0,Bengaluru
5800000.0,1339.0,Kanakpura Road,2,2.0,Bengaluru
4569000.0,923.0,Thanisandra,1,1.0,Bengaluru
7500000.0,1175.0,Lakshminarayana Pura,2,2.0,Bengaluru
5500000.0,975.0,Thubarahalli,2,2.0,Bengaluru
18000000.0,2400.0,Hebbal,3,4.0,Bengaluru
7200000.0,1330.0,Subramanyapura,3,3.0,Bengaluru
5974000.0,1183.0,Thanisandra,2,2.0,Bengaluru
13300000.0,1758.0,Harlur,3,3.0,Bengaluru
11000000.0,600.0,Nagadevanahalli,4,4.0,Bengaluru
5000000.0,1100.0,Pai Layout,2,2.0,Bengaluru
4680000.0,1170.0,Ramamurthy Nagar,2,2.0,Bengaluru
12000000.0,2400.0,Vayunandana Layout,5,5.0,Bengaluru
5177000.0,1530.0,Raja Rajeshwari Nagar,3,3.0,Bengaluru
10700000.0,1420.0,Hebbal,2,2.0,Bengaluru
16000000.0,1045.0,7th Phase JP Nagar,6,6.0,Bengaluru
11500000.0,1591.0,Kanakpura Road,3,3.0,Bengaluru
5200000.0,675.0,Kenchenhalli,3,3.0,Bengaluru
5763000.0,1055.0,Hoodi,2,2.0,Bengaluru
12900000.0,1918.0,Iblur Village,3,3.0,Bengaluru
7600000.0,1280.0,Sarjapur  Road,2,2.0,Bengaluru
6600000.0,1560.0,Nagarbhavi,3,3.0,Bengaluru
4950000.0,1145.0,Sarjapur  Road,2,2.0,Bengaluru
13900000.0,1801.0,"EPIP AREA, WHITEFIELD",3,3.0,Bengaluru
12000000.0,1200.0,Seegehalli,5,5.0,Bengaluru
9200000.0,1320.0,Hebbal,2,2.0,Bengaluru
6500000.0,1350.0,1st Stage Domlur,3,2.0,Bengaluru
4200000.0,1344.0,Bannerghatta Road,3,2.0,Bengaluru
10000000.0,1893.0,Bannerghatta Road,3,3.0,Bengaluru
4300000.0,1107.0,Chandapura,3,2.0,Bengaluru
7500000.0,1190.0,Lakshminarayana Pura,2,2.0,Bengaluru
3500000.0,1000.0,Whitefield,2,2.0,Bengaluru
16000000.0,2400.0,Kalhalli,2,2.0,Bengaluru
4850000.0,1000.0,Kumaraswami Layout,2,2.0,Bengaluru
15500000.0,2113.0,Jalahalli,3,3.0,Bengaluru
4600000.0,1100.0,KR Puram,2,2.0,Bengaluru
16000000.0,1200.0,Sector 2 HSR Layout,4,4.0,Bengaluru
12000000.0,1884.0,Harlur,4,4.0,Bengaluru
4000000.0,1110.0,Electronic City,2,2.0,Bengaluru
4000000.0,1250.0,Tavarekere,3,3.0,Bengaluru
6200000.0,1470.0,Sarjapur  Road,3,3.0,Bengaluru
7500000.0,1150.0,Kamakshipalya,2,2.0,Bengaluru
16500000.0,1200.0,Hadosiddapura,3,3.0,Bengaluru
5200000.0,703.0,Kudlu Gate,1,1.0,Bengaluru
6200000.0,1400.0,Vijaya Bank Colony,3,2.0,Bengaluru
5100000.0,1195.0,Bellandur,2,2.0,Bengaluru
6909999.999999999,1302.0,Narayanapura,2,2.0,Bengaluru
7440000.000000001,1583.0,Begur Road,3,3.0,Bengaluru
6000000.0,1488.0,Kumarapalli,3,2.0,Bengaluru
8500000.0,600.0,Lakshmi Layout,5,5.0,Bengaluru
3463000.0000000005,1385.0,Kammasandra,3,2.0,Bengaluru
10400000.0,1600.0,Electronic City,3,3.0,Bengaluru
9000000.0,1150.0,Old Airport Road,2,2.0,Bengaluru
7800000.0,1263.0,Sarjapur  Road,2,2.0,Bengaluru
8500000.0,1299.0,Kanakpura Road,2,2.0,Bengaluru
7800000.0,1330.0,Banashankari,2,2.0,Bengaluru
5243000.0,1282.0,Devanahalli,3,2.0,Bengaluru
8200000.0,1853.0,"JP Nagar 8th Phase, ",3,3.0,Bengaluru
3500000.0,861.0,Kachanayakanahalli,2,2.0,Bengaluru
9500000.0,1600.0,Bannerghatta Road,3,3.0,Bengaluru
6280000.0,1256.0,Nagaraja Garden,2,2.0,Bengaluru
8000000.0,1390.0,Tejaswini Nagar,3,2.0,Bengaluru
9000000.0,1550.0,Ashwath Nagar,3,2.0,Bengaluru
15000000.0,1200.0,1 Annasandrapalya,6,6.0,Bengaluru
4900000.0,919.0,Hebbal,2,2.0,Bengaluru
8000000.0,1625.0,Margondanahalli,3,3.0,Bengaluru
4400000.0,1195.0,Gunjur,2,2.0,Bengaluru
6000000.0,1159.0,Yelenahalli,2,2.0,Bengaluru
5746000.0,1386.0,Whitefield,3,3.0,Bengaluru
7900000.0,1197.0,Harlur,2,2.0,Bengaluru
5028000.0,1295.0,Bommasandra,3,2.0,Bengaluru
3783000.0,1310.0,Huskur,3,2.0,Bengaluru
7928000.0,1132.0,Whitefield,2,2.0,Bengaluru
13500000.0,1645.0,Hebbal,3,3.0,Bengaluru
14000000.0,1937.0,Marathahalli,3,3.0,Bengaluru
3350000.0,1015.0,Doddathoguru,2,2.0,Bengaluru
3900000.0,1080.0,Nagadevanahalli,2,2.0,Bengaluru
8098999.999999999,1350.0,Kathriguppe,3,2.0,Bengaluru
2900000.0,1149.0,Kengeri Satellite Town,3,2.0,Bengaluru
5900000.0,1185.0,Kothanur,2,2.0,Bengaluru
13500000.0,1720.0,Domlur,3,3.0,Bengaluru
17500000.0,2080.0,Hebbal,3,3.0,Bengaluru
8700000.0,1500.0,Tindlu,3,3.0,Bengaluru
9700000.0,1566.0,Yelahanka,3,3.0,Bengaluru
11000000.0,1500.0,KSRTC Layout,4,4.0,Bengaluru
4902000.0,1290.0,KR Puram,2,2.0,Bengaluru
7200000.0,1531.0,"JP nagar 9th Phase, ",3,3.0,Bengaluru
16500000.0,1839.0,Keshava Nagar,3,3.0,Bengaluru
3900000.0,1140.0,Whitefield,2,2.0,Bengaluru
10000000.0,2000.0,Banashankari Stage III,4,4.0,Bengaluru
4600000.0,1100.0,Kaval Byrasandra,2,2.0,Bengaluru
5500000.0,1200.0,Vignana Nagar,2,2.0,Bengaluru
6800000.0,1618.0,Bannerghatta,3,3.0,Bengaluru
16000000.0,2830.0,Whitefield,4,5.0,Bengaluru
7400000.0,1315.0,Uttarahalli,3,2.0,Bengaluru
4275000.0,1141.0,Anandapura,2,2.0,Bengaluru
5500000.0,1080.0,AECS Layout,2,2.0,Bengaluru
6000000.0,1200.0,HBR Layout,2,2.0,Bengaluru
4188000.000000001,1111.0,Varthur,2,2.0,Bengaluru
4590000.0,1022.0,NGR Layout,2,2.0,Bengaluru
6500000.0,1275.0,Bannerghatta Road,2,2.0,Bengaluru
7000000.0,900.0,4th Block Jayanagar,2,2.0,Bengaluru
3920000.000000001,1224.0,Rachenahalli,2,2.0,Bengaluru
4300000.0,1135.0,Battarahalli,2,2.0,Bengaluru
5210000.0,1050.0,Rachenahalli,2,2.0,Bengaluru
13000000.0,1392.0,Nagavarapalya,2,2.0,Bengaluru
7200000.0,1050.0,Bellandur,2,2.0,Bengaluru
10300000.0,1513.0,Hosa Road,3,3.0,Bengaluru
7200000.0,1621.0,Gottigere,3,3.0,Bengaluru
3900000.0,892.0,Bannerghatta Road,2,2.0,Bengaluru
4000000.0,1205.0,Whitefield,2,2.0,Bengaluru
7000000.0,1200.0,Karnataka Shabarimala,4,6.0,Bengaluru
16800000.0,1400.0,Indira Nagar,2,2.0,Bengaluru
3500000.0,726.0,Kengeri,2,2.0,Bengaluru
14900000.0,1500.0,Singena Agrahara,3,3.0,Bengaluru
4100000.0,1079.0,Horamavu Agara,2,2.0,Bengaluru
4600000.0,1170.0,Begur Road,2,2.0,Bengaluru
3900000.0,1104.0,Doddathoguru,2,2.0,Bengaluru
4500000.0,950.0,Kanakpura Road,2,2.0,Bengaluru
5200000.0,1650.0,Canara Bank Colony,3,2.0,Bengaluru
12700000.0,1559.0,Kogilu,3,3.0,Bengaluru
3800000.0,1100.0,Hanumagiri,2,2.0,Bengaluru
15000000.0,1750.0,Benson Town,3,3.0,Bengaluru
4550000.0,1215.0,Ramagondanahalli,2,2.0,Bengaluru
13500000.0,1868.0,Talaghattapura,3,3.0,Bengaluru
3263000.0000000005,1130.0,Electronic City,2,2.0,Bengaluru
9800000.0,1691.0,Sarjapur  Road,3,3.0,Bengaluru
5500000.0,1225.0,Hulimavu,2,2.0,Bengaluru
11200000.0,1690.0,JP Nagar,3,3.0,Bengaluru
12500000.0,1896.0,Kasturi Nagar,4,3.0,Bengaluru
4000000.0,605.0,Sonnenahalli,1,1.0,Bengaluru
9500000.0,800.0,Begur Road,5,5.0,Bengaluru
3250000.0,900.0,Electronic City Phase II,2,2.0,Bengaluru
5000000.0,750.0,Cholanayakanahalli,2,2.0,Bengaluru
6200000.0,780.0,Hoodi,3,3.0,Bengaluru
2600000.0,908.0,Ananth Nagar,2,2.0,Bengaluru
22600000.0,3216.0,Thanisandra,4,4.0,Bengaluru
22500000.0,2400.0,BEML Layout,4,4.0,Bengaluru
6800000.0,1400.0,Iblur Village,2,2.0,Bengaluru
7400000.0,1255.0,Hulimavu,2,2.0,Bengaluru
10000000.0,1500.0,Electronic City,3,2.0,Bengaluru
7200000.0,1296.0,Thanisandra,2,2.0,Bengaluru
3800000.0,925.0,Horamavu Banaswadi,2,2.0,Bengaluru
4200000.0,1023.0,Raja Rajeshwari Nagar,2,2.0,Bengaluru
7500000.0,600.0,Seshadripuram,2,3.0,Bengaluru
4450000.0,1020.0,Thanisandra,2,2.0,Bengaluru
7700000.0,1530.0,Choodasandra,3,3.0,Bengaluru
7100000.0,1650.0,Gubbalala,3,3.0,Bengaluru
8500000.0,1605.0,Vijaya Bank Layout,3,2.0,Bengaluru
5000000.0,1925.0,Hosakerehalli,2,2.0,Bengaluru
5066000.0,1190.0,Kogilu,2,2.0,Bengaluru
6800000.0,1374.0,Jakkur,3,3.0,Bengaluru
6500000.0,1140.0,6th Phase JP Nagar,2,2.0,Bengaluru
13000000.0,1725.0,Green Glen Layout,3,3.0,Bengaluru
5000000.0,1075.0,Bisuvanahalli,3,2.0,Bengaluru
9334000.0,1574.0,Kannamangala,3,3.0,Bengaluru
3200000.0,965.0,Sanjay nagar,1,1.0,Bengaluru
8300000.0,1550.0,Marathahalli,3,3.0,Bengaluru
6000000.0,1205.0,Akshayanagara West,2,2.0,Bengaluru
5500000.0,1082.0,Kambipura,3,2.0,Bengaluru
5285000.0,1215.0,Uttarahalli,3,2.0,Bengaluru
23000000.0,2483.0,Hebbal,4,5.0,Bengaluru
4614000.0,1200.0,Prasanth Extension,3,3.0,Bengaluru
1950000.0,1500.0,Chikkathoguru,1,1.0,Bengaluru
6098000.0,1452.0,Kanakpura Road,3,3.0,Bengaluru
4100000.0,1329.0,Electronic City Phase II,3,2.0,Bengaluru
4400000.0,1125.0,Doctors Layout,2,2.0,Bengaluru
7000000.0,1200.0,Anand nagar,2,2.0,Bengaluru
3997000.0,1350.0,Sarjapur  Road,3,3.0,Bengaluru
19500000.0,2600.0,Hebbal,3,3.0,Bengaluru
16000000.0,1200.0,West of Chord Road,2,2.0,Bengaluru
8000000.0,1255.0,Pai Layout,2,2.0,Bengaluru
15500000.0,1904.0,Keshava Nagar,3,3.0,Bengaluru
7000000.0,1329.0,Somasundara Palya,2,2.0,Bengaluru
6000000.0,1200.0,Chandapura,2,2.0,Bengaluru
16000000.0,2135.0,Murugeshpalya,3,3.0,Bengaluru
3900000.0,813.0,"Hoodi Circle, ",1,1.0,Bengaluru
24000000.0,3884.0,Junnasandra,4,4.0,Bengaluru
3000000.0,800.0,Kalena Agrahara,2,2.0,Bengaluru
12000000.0,4750.0,Handenahalli,2,2.0,Bengaluru
7000000.0,1500.0,Hormavu,3,3.0,Bengaluru
9500000.0,1880.0,Bannerghatta Road,3,3.0,Bengaluru
5500000.0,1440.0,Electronic City,3,2.0,Bengaluru
9000000.0,1575.0,Akshaya Nagar,3,3.0,Bengaluru
9778000.0,1630.0,Banagiri Nagar,3,2.0,Bengaluru
5500000.0,1180.0,Yelahanka,3,3.0,Bengaluru
3600000.0,1090.0,Nagadevanahalli,2,2.0,Bengaluru
17300000.0,2425.0,"Sarjapur Road, ",4,4.0,Bengaluru
3382000.0,1097.0,Varthur,2,2.0,Bengaluru
5000000.0,1070.0,Raja Rajeshwari Nagar,2,2.0,Bengaluru
5800000.0,1000.0,Kumaraswami Layout,2,2.0,Bengaluru
5600000.0,1150.0,manyata tech park,2,2.0,Bengaluru
14500000.0,1900.0,Frazer Town,3,4.0,Bengaluru
4900000.0,1141.0,Divya Unnathi Layout,2,2.0,Bengaluru
4400000.0,937.0,Jigani,2,2.0,Bengaluru
6000000.0,1075.0,Green Glen Layout,2,2.0,Bengaluru
6530000.0,1000.0,Panathur,2,2.0,Bengaluru
7741000.0,1450.0,Kasavanhalli,3,3.0,Bengaluru
8500000.0,897.0,Yelachenahalli,2,2.0,Bengaluru
4300000.0,936.0,Ashwathnagar,2,2.0,Bengaluru
7500000.0,1280.0,Gopalkrishna Nagar,2,2.0,Bengaluru
4500000.0,1050.0,Babusapalaya,2,2.0,Bengaluru
8600000.0,1350.0,Marathahalli,2,2.0,Bengaluru
5900000.0,1174.0,Devanahalli,2,2.0,Bengaluru
16200000.0,1890.0,Hosur Road,3,3.0,Bengaluru
7500000.0,735.0,Wilson Garden,1,1.0,Bengaluru
2400000.0,500.0,Sarvabhouma Nagar,1,1.0,Bengaluru
8000000.0,1304.0,Gottigere,3,3.0,Bengaluru
12000000.0,1653.0,Yelahanka,3,3.0,Bengaluru
5200000.0,1075.0,Bisuvanahalli,3,2.0,Bengaluru
4200000.0,1212.0,7th Phase JP Nagar,2,3.0,Bengaluru
5000000.0,1100.0,Hoysalanagar,2,2.0,Bengaluru
14500000.0,1200.0,SMV layout,4,4.0,Bengaluru
5000000.0,1140.0,Billekahalli,2,2.0,Bengaluru
10000000.0,1200.0,Roopena Agrahara,2,2.0,Bengaluru
8300000.0,1532.0,Kudlu Gate,3,3.0,Bengaluru
19500000.0,2776.0,Doddaballapur,4,4.0,Bengaluru
7500000.0,1531.0,Padmanabhanagar,3,2.0,Bengaluru
5300000.0,1325.0,Uttarahalli,2,2.0,Bengaluru
16000000.0,1200.0,CQAL LAYOUT C BLOCK,3,3.0,Bengaluru
4400000.0,1156.0,Electronic City,3,2.0,Bengaluru
7000000.0,1260.0,Bannerghatta Road,2,2.0,Bengaluru
9000000.0,1934.0,Vittasandra,2,2.0,Bengaluru
4000000.0,1060.0,Malleshpalya,2,2.0,Bengaluru
9500000.0,1476.0,Kasavanhalli,3,3.0,Bengaluru
8500000.0,1185.0,Murugeshpalya,2,2.0,Bengaluru
8200000.0,1265.0,Channasandra Layout,3,2.0,Bengaluru
15000000.0,3200.0,"Near Electronic City, ",4,5.0,Bengaluru
5681000.0,1196.0,Virat Nagar,2,2.0,Bengaluru
6900000.0,1280.0,EPIP Zone,2,2.0,Bengaluru
8600000.0,800.0,Marathahalli,4,4.0,Bengaluru
4500000.0,1175.0,Hulimavu,2,2.0,Bengaluru
9800000.0,1850.0,Kacharakanahalli,3,3.0,Bengaluru
7000000.0,1195.0,Whitefield,2,2.0,Bengaluru
18500000.0,2000.0,Ulsoor,3,3.0,Bengaluru
15500000.0,800.0,Hebbal Kempapura,5,5.0,Bengaluru
3650000.0,1180.0,Hosur Road,2,2.0,Bengaluru
4987000.0,1050.0,Jakkur,2,2.0,Bengaluru
4044000.0,1400.0,Electronic City,3,2.0,Bengaluru
15000000.0,2360.0,Bagalakunte,4,4.0,Bengaluru
7725000.0,1030.0,Banashankari stage 2,2,2.0,Bengaluru
6501000.000000001,1512.0,Doddanakundi Industrial Area 2,2,1.0,Bengaluru
4800000.0,929.0,Subramanyapura,2,2.0,Bengaluru
6100000.0,1252.0,Jigani,3,3.0,Bengaluru
11500000.0,1485.0,Green Glen Layout,3,3.0,Bengaluru
5500000.0,1124.0,Electronics City Phase 1,3,2.0,Bengaluru
12000000.0,1407.0,Indira Nagar,3,3.0,Bengaluru
9700000.0,1482.0,Hennur Road,3,2.0,Bengaluru
14000000.0,1570.0,Jalahalli,3,3.0,Bengaluru
1404000.0,520.0,Chandapura,1,1.0,Bengaluru
16000000.0,2000.0,OLd Gurappanapalya,3,3.0,Bengaluru
7500000.0,1352.0,Prithvi Layout,2,2.0,Bengaluru
6500000.0,1152.0,Electronic City,2,2.0,Bengaluru
9300000.0,1575.0,"ECC Road, Whitefield, ",3,3.0,Bengaluru
12500000.0,1965.0,Hegde Nagar,3,4.0,Bengaluru
7000000.0,1300.0,Ramanjaneyanagar,3,2.0,Bengaluru
12000000.0,1.0,Sarjapur  Road,4,4.0,Bengaluru
4700000.0,957.0,Marathahalli,2,2.0,Bengaluru
6000000.0,1740.0,Hoskote,3,3.0,Bengaluru
6500000.0,1080.0,Kanakpura Road,6,6.0,Bengaluru
3500000.0,1060.0,Neeladri Nagar,2,2.0,Bengaluru
5000000.0,975.0,Chikkadunnasandra,2,2.0,Bengaluru
5100000.0,1150.0,Ramamurthy Nagar,2,2.0,Bengaluru
7900000.0,1738.0,Whitefield,3,2.0,Bengaluru
5500000.0,1250.0,Bommanahalli,3,3.0,Bengaluru
9000000.0,1788.0,Bannerghatta Road,3,3.0,Bengaluru
5900000.0,1151.0,Kanakapura,2,2.0,Bengaluru
6000000.0,1300.0,Uttarahalli,3,2.0,Bengaluru
7500000.0,1380.0,Akshya Nagar,2,2.0,Bengaluru
11700000.0,1645.0,Hebbal,3,3.0,Bengaluru
4590000.0,1141.0,Babusapalaya,2,2.0,Bengaluru
8250000.0,1175.0,7th Phase JP Nagar,2,2.0,Bengaluru
6100000.0,1355.0,Banashankari Stage V,3,2.0,Bengaluru
7000000.0,1150.0,Dasarahalli,2,2.0,Bengaluru
8000000.0,5800.0,Indranagar  100ft road defence colony,5,5.0,Bengaluru
4500000.0,1000.0,Canara Bank Colony,2,2.0,Bengaluru
6500000.0,1007.0,Balagere,2,2.0,Bengaluru
10000000.0,3000.0,Wajid layout thanisandra,4,5.0,Bengaluru
7000000.0,1436.0,Kothanur,3,3.0,Bengaluru
14000000.0,2372.0,Somasundara Palya,3,3.0,Bengaluru
24000000.0,1500.0,R.T. Nagar,6,6.0,Bengaluru
15000000.0,1200.0,Rajaji Nagar,2,2.0,Bengaluru
5800000.0,1016.0,Rayasandra,2,2.0,Bengaluru
4800000.0,1100.0,Dodda Nekkundi,2,2.0,Bengaluru
4500000.0,1080.0,B Channasandra,2,2.0,Bengaluru
6000000.0,1070.0,Electronic City,2,2.0,Bengaluru
11500000.0,1532.0,Kadubeesanahalli,3,3.0,Bengaluru
4212000.0,1040.0,Hennur,2,2.0,Bengaluru
5160000.0,1430.0,Thanisandra,3,2.0,Bengaluru
16300000.0,1160.0,Rajaji Nagar,1,1.0,Bengaluru
20500000.0,3262.0,ITPL,4,5.0,Bengaluru
10000000.0,1190.0,Uvce Layout,2,2.0,Bengaluru
10000000.0,1827.0,Panduranga Nagar,3,3.0,Bengaluru
7500000.0,1210.0,HRBR Layout,2,2.0,Bengaluru
9500000.0,1500.0,New Thippasandra,3,3.0,Bengaluru
8873000.0,1251.0,Hebbal,2,2.0,Bengaluru
11500000.0,1600.0,HSR Layout,3,2.0,Bengaluru
6550000.0,1128.0,Electronic City,2,2.0,Bengaluru
9300000.0,1820.0,Budigere,3,3.0,Bengaluru
15900000.0,2072.0,Thigalarapalya,3,4.0,Bengaluru
5900000.0,1510.0,Raja Rajeshwari Nagar,3,2.0,Bengaluru
11400000.0,1925.0,Hoodi,3,2.0,Bengaluru
22500000.0,2651.0,Hennur Road,2,2.0,Bengaluru
14700000.0,2072.0,Thigalarapalya,3,4.0,Bengaluru
3600000.0,1000.0,Kumaraswami Layout,2,2.0,Bengaluru
14500000.0,1752.0,KR Puram,3,3.0,Bengaluru
5600000.0,960.0,Sahakara Nagar,2,2.0,Bengaluru
6300000.0,1180.0,Gattigere,2,2.0,Bengaluru
18000000.0,2270.0,Benson Town,3,3.0,Bengaluru
5900000.0,650.0,NRI Layout,2,2.0,Bengaluru
7500000.0,1200.0,Lakshminarayana Pura,2,2.0,Bengaluru
4600000.0,1180.0,Bisuvanahalli,3,2.0,Bengaluru
4700000.0,1300.0,Roopena Agrahara,3,3.0,Bengaluru
4000000.0,1157.0,Bannerghatta Road,2,2.0,Bengaluru
6900000.0,1300.0,Kanakpura Road,3,3.0,Bengaluru
5900000.0,1305.0,Banashankari Stage III,3,2.0,Bengaluru
19600000.0,2006.0,Hegde Nagar,3,4.0,Bengaluru
8000000.0,1290.0,Jakkur,2,2.0,Bengaluru
4500000.0,1170.0,Hoskote,2,2.0,Bengaluru
13500000.0,971.0,Cottonpet,2,2.0,Bengaluru
7800000.0,1400.0,Yelachenahalli,2,2.0,Bengaluru
6000000.0,1155.0,Kamakshipalya,3,2.0,Bengaluru
8500000.0,1725.0,Hormavu,3,3.0,Bengaluru
4000000.0,700.0,Kanakpura Road,2,2.0,Bengaluru
8800000.0,1112.0,Hoodi,2,2.0,Bengaluru
7800000.0,1178.0,Somasundara Palya,2,2.0,Bengaluru
8100000.0,1274.0,Badavala Nagar,2,2.0,Bengaluru
3200000.0,915.0,Doddathoguru,2,2.0,Bengaluru
13500000.0,1650.0,6th Phase JP Nagar,6,6.0,Bengaluru
2128000.0,760.0,Hosur Road,1,1.0,Bengaluru
6800000.0,1540.0,Maragondanahalli,3,3.0,Bengaluru
3850000.0,1206.0,P&T Layout,2,2.0,Bengaluru
17000000.0,1200.0,Canara Bank Layout,4,4.0,Bengaluru
14000000.0,1200.0,singapura paradise,4,4.0,Bengaluru
11500000.0,2342.0,Nehru Nagar,4,3.0,Bengaluru
5500000.0,1200.0,Kannur,3,2.0,Bengaluru
3300000.0,1056.0,Yelenahalli,2,2.0,Bengaluru
5430000.0,1450.0,Kanakpura Road,3,3.0,Bengaluru
3669000.0,1161.0,Thirumenahalli,2,2.0,Bengaluru
6500000.0,1097.0,Dollars Colony,2,2.0,Bengaluru
3500000.0,850.0,Uttarahalli,2,2.0,Bengaluru
11500000.0,1715.0,Green Glen Layout,3,3.0,Bengaluru
5900000.0,1200.0,Electronic City,2,2.0,Bengaluru
3800000.0,1080.0,8th Phase JP Nagar,2,2.0,Bengaluru
5030000.0,1200.0,Kasavanhalli,2,2.0,Bengaluru
7800000.0,1400.0,Banashankari,3,2.0,Bengaluru
20000000.0,1500.0,Whitefield,4,4.0,Bengaluru
5700000.0,1230.0,Marathahalli,2,2.0,Bengaluru
8800000.0,1640.0,Kalyan nagar,3,3.0,Bengaluru
12500000.0,1700.0,Banashankari,3,3.0,Bengaluru
4400000.0,1478.0,Bommasandra,3,2.0,Bengaluru
4079000.0,1020.0,Banashankari,2,2.0,Bengaluru
9500000.0,1275.0,Yelahanka,3,2.0,Bengaluru
16500000.0,1600.0,Cambridge Layout,3,3.0,Bengaluru
3885000.0,1110.0,Kanakapura,2,2.0,Bengaluru
8800000.0,1627.86,Uttarahalli,3,3.0,Bengaluru
2200000.0,620.0,Byagadadhenahalli,2,2.0,Bengaluru
5200000.0,1133.0,Hosa Road,2,2.0,Bengaluru
8250000.0,1182.0,Hennur Road,2,2.0,Bengaluru
10000000.0,1500.0,Tumkur Road,3,3.0,Bengaluru
5800000.0,1200.0,Marathahalli,2,2.0,Bengaluru
4879000.0,1128.0,Raja Rajeshwari Nagar,2,2.0,Bengaluru
11000000.0,900.0,Jayanagar,2,2.0,Bengaluru
4500000.0,1100.0,Amruthahalli,2,2.0,Bengaluru
2200000.0,635.0,Kengeri Satellite Town,2,1.0,Bengaluru
14000000.0,2062.0,Ardendale,4,3.0,Bengaluru
13000000.0,1874.0,Thanisandra,3,4.0,Bengaluru
7800000.0,600.0,Vidyaranyapura,3,3.0,Bengaluru
7500000.0,1171.0,Old Madras Road,2,2.0,Bengaluru
8500000.0,2020.0,Sarjapur,3,3.0,Bengaluru
3450000.0,1059.0,8th Phase JP Nagar,2,2.0,Bengaluru
5910000.0,1315.0,Panathur,3,2.0,Bengaluru
11000000.0,1760.0,Jakkur,3,3.0,Bengaluru
12500000.0,1200.0,Sampangi Rama Nagar,2,2.0,Bengaluru
6200000.0,1192.0,Hennur Road,3,2.0,Bengaluru
12100000.0,1645.0,Hebbal,3,3.0,Bengaluru
7200000.0,1250.0,Whitefield,2,2.0,Bengaluru
7700000.0,1340.0,Whitefield,2,2.0,Bengaluru
23900000.0,2388.0,Cooke Town,3,4.0,Bengaluru
10400000.0,1369.1,Hosa Road,2,2.0,Bengaluru
7500000.0,1355.0,Jalahalli West,2,2.0,Bengaluru
6500000.0,1150.0,Bannerghatta Road,2,2.0,Bengaluru
11300000.0,1938.0,Kanakapura,3,3.0,Bengaluru
12400000.0,2462.0,Begur Road,4,4.0,Bengaluru
8500000.0,1636.0,Budigere,3,3.0,Bengaluru
7500000.0,1430.0,Akshaya Nagar,3,2.0,Bengaluru
8500000.0,2000.0,BEML Layout 5th stage,3,3.0,Bengaluru
5000000.0,993.0,Electronic City Phase II,3,2.0,Bengaluru
15000000.0,1260.0,Laggere,4,4.0,Bengaluru
8800000.0,1700.0,Kanakpura Road,3,3.0,Bengaluru
7800000.0,1270.0,Yelahanka,2,2.0,Bengaluru
12100000.0,1500.0,Anjanapura,3,3.0,Bengaluru
8645000.0,1650.0,Marathahalli,3,3.0,Bengaluru
6300000.0,1109.0,Panathur,2,2.0,Bengaluru
4975000.0,1280.0,Pragathi Nagar,2,2.0,Bengaluru
18500000.0,2885.0,Sarjapur,3,3.0,Bengaluru
18000000.0,1600.0,Devanahalli,3,3.0,Bengaluru
7100000.0,1462.0,Kothanur,3,3.0,Bengaluru
3500000.0,607.0,Marathahalli,1,1.0,Bengaluru
2500000.0,930.0,Kammasandra,2,2.0,Bengaluru
16000000.0,1200.0,Sahakara Nagar,5,5.0,Bengaluru
23700000.0,2600.0,Malleshwaram,3,3.0,Bengaluru
14000000.0,3000.0,JP Nagar,4,4.0,Bengaluru
5247000.0,1418.0,Electronic City Phase II,3,3.0,Bengaluru
16000000.0,4200.0,Ramesh Nagar,1,1.0,Bengaluru
6500000.0,1125.0,EPIP Zone,2,2.0,Bengaluru
12600000.0,1825.0,CV Raman Nagar,3,3.0,Bengaluru
7950000.0,1320.0,Whitefield,2,2.0,Bengaluru
5270000.0,750.0,Whitefield,2,2.0,Bengaluru
8054000.000000001,1400.0,Yelahanka,3,2.0,Bengaluru
11000000.0,1150.0,A Narayanapura,3,3.0,Bengaluru
6196000.0,1200.0,Whitefield,3,3.0,Bengaluru
4800000.0,965.0,Poorna Pragna Layout,2,2.0,Bengaluru
4300000.0,1100.0,KR Puram,2,2.0,Bengaluru
4100000.0,1180.0,Whitefield,2,2.0,Bengaluru
4800000.0,1145.0,HSR Layout,2,2.0,Bengaluru
4985000.0,1215.0,Silk Board,2,2.0,Bengaluru
7500000.0,1200.0,Hegde Nagar,2,2.0,Bengaluru
5800000.0,1015.0,Kenchenahalli,2,2.0,Bengaluru
16500000.0,2400.0,Kaggalipura,3,3.0,Bengaluru
16000000.0,3300.0,7th Phase JP Nagar,4,4.0,Bengaluru
5200000.0,1076.0,Puttanahalli,2,2.0,Bengaluru
10900000.0,1300.0,JP Nagar,2,2.0,Bengaluru
10200000.0,1300.0,Hebbal Kempapura,2,2.0,Bengaluru
